,pc1,target,phase_label
0,-564.8154930099256,42.647,1
1,-100.44791881438054,48.916,1
2,-291.83098396820003,48.164,1
3,-627.3406297093983,66.991,1
4,-65.31935950142585,85.15,1
5,521.459194149129,144.184,1
6,-144.55828535519902,46.909,1
7,40.34269389029646,68.272,1
8,-487.2460425781401,31.076,1
9,56.2771747965398,74.653,1
10,-86.17541573799971,79.746,1
11,134.39079680424481,40.197,1
12,88.4237881469382,93.053,1
13,36.4772633704383,68.379,1
14,258.67008476202284,79.252,1
15,-300.7557588578743,25.215,1
16,613.8547661472298,98.359,1
17,45.42261686460463,28.704,1
18,434.7890910439314,131.717,1
19,438.37952168598747,112.171,1
0,21.565753942376194,61.647,2
1,189.54423263205265,59.112,2
2,6.623531552524716,117.24,2
3,-110.89927809732791,147.559,2
4,-347.54235719881916,99.143,2
5,103.09100158819096,52.76,2
6,-123.83824005455345,93.283,2
7,-121.00639120778182,69.854,2
8,80.56412445270769,66.034,2
9,-221.33798074454685,149.343,2
10,-194.33763313881087,147.073,2
11,-273.4042511024755,112.688,2
12,314.74447380490875,48.278,2
13,581.1789781490581,29.832,2
14,-703.367002142326,154.753,2
15,-97.67088151882537,83.683,2
16,268.19078920736916,57.527,2
17,211.15130748671433,79.997,2
18,146.91640558621208,81.322,2
19,269.8276857753194,68.288,2
